Date;Natural_Gas_Price;Natura lGasVol.;Crude oilPrice;CrudeoilVol.;CopperPrice;CopperVol.;BitcoinPrice;BitcoinVol;PlatinumPrice;EthereumPrice;EthereumVol.;S&P500Price;Nasdaq100Price;ApplePrice;TeslaPrice;MicrosoftPrice;SilverPrice;SilverVol.;GooglePrice;NvidiaPrice;BerkshirePrice;BerkshireVol.;NetflixPrice;AmazonPrice;MetaVol.;GoldVol.;
29/09/2022;6.874;85720;81.23;286130;3.403;8690;19,593.00;449570;861.5;1,336.08;871660;3,640.47;11,164.78;142.48;268.21;237.5;18.712;59250;97.42;122.2;4,06,700;2790;239.71;114.8;136.41;1,668.60;201960
28/09/2022;6.868;1870;82.15;324680;3.347;8420;19,411.00;581190;865.4;1,337.37;1080000;3,719.04;11,493.83;149.84;287.81;241.07;18.88;83800;100.05;127.36;4,10,705;2540;245.2;118.01;141.61;1,670.00;279820
27/09/2022;6.76;130920;78.5;283610;3.2755;6290;19,081.00;660120;839.7;1,328.23;1000000;3,647.29;11,271.75;151.76;282.94;236.41;18.337;63090;97.5;124.13;4,01,490;2960;224.36;114.41;134.4;1,636.20;197060
26/09/2022;7.014;81080;76.71;280930;3.2855;8610;19,225.70;516030;844.9;1,337.06;1050000;3,655.04;11,254.11;150.77;276.01;237.45;18.48;81810;98.17;122.28;3,99,128;3440;224.07;115.15;136.37;1,633.40;219860
23/09/2022;6.992;123600;78.74;334270;3.337;11230;19,293.50;431150;856.5;1,327.96;1160000;3,693.23;11,311.24;150.43;275.33;237.92;18.91;82520;98.74;125.16;4,04,485;3090;226.41;113.78;140.41;1,655.60;243050
22/09/2022;7.193;94310;83.49;303490;3.4615;5360;19,404.00;448630;899;1,326.44;1110000;3,757.99;11,501.65;152.74;288.59;240.98;19.617;63370;100.14;125.61;4,05,375;2740;237.05;117.31;142.82;1,681.10;241280
21/09/2022;7.827;60250;82.94;339680;3.4585;7530;18,489.00;446850;911.7;1,247.74;1390000;3,789.93;11,637.79;153.72;300.8;238.95;19.48;70730;99.28;132.61;4,07,930;2510;236.87;118.54;142.12;1,675.70;227940
20/09/2022;7.772;42910;84.45;26230;3.4955;6500;18,872.40;361180;914.5;1,323.33;765140;3,855.93;11,851.54;156.9;308.73;242.45;19.183;42270;101.14;131.76;4,19,869;2350;242.85;122.19;146.09;1,671.10;143930
19/09/2022;7.752;87550;85.73;59630;3.5045;5870;19,538.90;423430;912.6;1,376.00;1110000;3,899.89;11,953.27;154.48;309.07;244.52;19.358;44270;103.07;133.82;4,21,339;3150;243.63;124.66;148.02;1,678.20;141170
16/09/2022;7.764;96570;85.11;87830;3.505;6990;19,802.40;315590;896.1;1,434.01;829010;3,873.33;11,861.38;150.7;303.35;244.74;19.381;58150;102.8;131.98;4,14,537;2740;240.13;123.53;146.29;1,683.50;217230
15/09/2022;8.324;127210;85.1;235360;3.48;6620;19,701.70;358420;902.2;1,472.64;1660000;3,901.35;11,927.49;152.37;303.75;245.38;19.269;50660;102.91;129.29;4,17,103;2470;235.38;126.28;149.55;1,677.30;268090
14/09/2022;9.114;137210;88.48;335380;3.5135;7530;20,222.50;374220;904.5;1,637.92;858280;3,946.01;12,134.40;155.31;302.61;252.22;19.569;47430;105;131.28;4,20,500;2650;224.12;128.55;151.47;1,709.10;163290
13/09/2022;8.284;108830;87.31;348000;3.548;10160;20,175.50;485320;883.4;1,574.47;1300000;3,932.69;12,033.62;153.84;292.13;251.99;19.491;76430;104.32;131.31;4,18,700;2900;218.13;126.82;153.13;1,717.40;232700
12/09/2022;8.249;106170;87.78;275100;3.603;6330;22,395.30;431980;904.2;1,716.42;727780;4,110.41;12,739.72;163.43;304.42;266.65;19.86;82320;110.86;145.05;4,33,062;3020;236.53;136.45;168.96;1,740.60;154370
9/09/2022;7.996;90500;86.79;305190;3.5615;5040;21,365.20;480370;877.5;1,718.81;969870;4,067.36;12,588.29;157.37;299.68;264.46;18.767;43860;110.65;143.87;4,29,819;2320;233.57;133.27;169.15;1,728.60;154710
8/09/2022;7.954;;83.54;342760;3.522;7240;19,317.40;291430;866.5;1,634.85;772840;4,006.18;12,321.19;154.46;289.26;258.52;18.442;53200;108.38;139.9;4,26,850;2100;227.44;129.82;162.06;1,720.20;184180
7/09/2022;7.842;127190;81.94;380780;3.4265;4310;19,281.50;319100;848.6;1,629.51;976590;3,979.87;12,259.39;155.96;283.7;258.09;18.26;49640;109.45;137.14;4,22,047;2120;228.96;129.48;160.39;1,727.80;173620
2/09/2022;8.786;103170;86.87;277530;3.409;4850;19,952.70;272220;822.3;1,575.34;1040000;3,924.26;12,098.44;155.81;270.21;256.06;17.881;62960;107.85;136.47;4,17,940;2580;226.11;127.51;160.32;1,722.60;174680
1/09/2022;9.262;94240;86.61;305110;3.405;6880;20,126.10;275080;810.1;1,585.48;823900;3,966.85;12,274.62;157.96;277.16;260.4;17.666;66960;109.74;139.37;4,24,290;2540;230.04;127.82;165.36;1,709.30;198620
31/08/2022;9.127;86290;89.55;344150;3.517;7330;20,043.90;318170;831.6;1,555.12;1070000;3,955.00;12,272.03;157.22;275.61;261.47;17.882;63460;108.22;150.94;4,21,308;2460;223.56;126.77;162.93;1,726.20;176730
30/08/2022;9.042;76600;91.64;386270;3.556;6690;19,792.60;308410;836.6;1,523.34;1140000;3,986.16;12,342.70;158.91;277.7;262.97;18.287;58000;108.94;154.68;4,29,700;2190;220.65;128.73;157.16;1,736.30;130660
29/08/2022;9.353;1200;97.01;283460;3.614;3440;20,295.80;248040;855.8;1,552.60;931760;4,030.61;12,484.32;161.38;284.82;265.23;18.557;33390;109.42;158.01;4,33,300;3170;224.57;129.79;159.17;1,749.70;156220
26/08/2022;9.296;33980;93.06;288390;3.6985;3540;20,249.90;322160;859.7;1,508.08;1340000;4,057.66;12,605.17;163.62;288.09;268.09;18.746;53720;110.34;162.6;4,36,201;2540;223.28;130.75;161.78;1,749.80;176900
25/08/2022;9.375;25830;92.52;279880;3.6965;4340;21,565.40;190150;878.1;1,695.37;677670;4,199.12;13,143.58;170.03;296.07;278.85;19.12;46310;116.65;179.13;4,48,000;2180;233.98;137.28;168.78;1,771.40;117570
24/08/2022;9.3;72190;94.89;320390;3.651;5260;21,365.20;202400;870.6;1,656.64;827200;4,140.77;12,917.86;167.53;297.1;275.79;18.907;42820;113.69;172.22;4,42,210;2180;229.61;133.8;163.26;1,761.50;112650
23/08/2022;9.155;86530;93.74;285610;3.692;6440;21,517.20;228650;877.7;1,664.89;1050000;4,128.73;12,881.79;167.23;296.45;276.44;19.026;52280;113.86;171.81;4,35,730;2210;224.55;133.62;161.11;1,761.20;145260
22/08/2022;9.647;60480;90.23;24870;3.6565;5280;21,416.30;251830;869.4;1,626.75;1040000;4,137.99;12,890.54;167.57;289.91;277.75;18.878;55520;114.24;170.34;4,33,650;3610;226.54;133.22;163.05;1,748.40;142860
19/08/2022;9.336;69810;90.77;58710;3.6765;3750;20,831.30;339470;889.4;1,609.48;1590000;4,228.48;13,242.90;171.52;296.67;286.15;19.069;55570;117.21;178.49;4,47,155;2660;241.16;138.23;167.96;1,762.90;138700
18/08/2022;9.188;112100;90.5;80030;3.6405;7070;23,203.60;160970;905.9;1,846.51;675270;4,283.74;13,505.99;174.15;302.87;290.17;19.464;46160;120.17;187.73;4,57,400;2160;245.17;142.3;174.66;1,771.20;124320
17/08/2022;9.244;88680;88.11;230350;3.5965;2950;23,338.00;239530;920;1,834.18;1100000;4,274.04;13,470.86;174.55;304;291.32;19.731;49570;119.55;183.35;4,57,278;2520;241.15;142.1;174.85;1,776.70;137830
16/08/2022;9.329;104090;86.53;305370;3.6375;3430;23,856.80;201700;932;1,876.70;725780;4,305.20;13,635.21;173.03;306.56;292.71;20.085;41920;121.7;188.79;4,61,300;2740;245.69;144.78;179.47;1,789.70;94400
15/08/2022;8.728;80220;89.41;275440;3.634;3710;24,101.70;279280;935.1;1,900.25;1090000;4,297.14;13,667.18;173.19;309.32;293.47;20.272;55090;122.08;190.32;4,55,170;3070;249.11;143.18;180.89;1,798.10;137770
12/08/2022;8.768;68130;92.09;264950;3.6855;2900;24,398.70;194960;960.9;1,957.63;834690;4,280.15;13,565.87;172.1;300.03;291.91;20.698;46590;121.68;187.09;4,52,697;2360;249.3;143.55;180.5;1,815.50;118650
11/08/2022;8.874;141750;94.34;341230;3.7215;4290;23,935.30;285360;960.7;1,880.28;1310000;4,207.27;13,291.99;168.49;286.63;287.02;20.349;56530;118.84;179.42;4,45,302;2340;242.7;140.64;177.49;1,807.20;121260
10/08/2022;8.202;111810;91.93;383770;3.6665;4480;23,962.90;243610;947.6;1,853.46;1520000;4,210.24;13,378.32;169.24;294.36;289.16;20.742;65020;119.7;180.97;4,42,800;2310;244.11;142.69;178.34;1,813.70;154590
9/08/2022;7.833;88510;90.5;347050;3.6065;4030;23,146.70;169620;934.2;1,702.80;960580;4,122.47;13,008.17;164.92;283.33;282.3;20.482;53850;116.63;170.86;4,40,058;2240;229.94;137.83;168.53;1,812.30;120510
8/08/2022;7.589;117790;90.76;340160;3.6065;4910;23,816.30;197940;939.9;1,778.42;951020;4,140.06;13,159.16;164.87;290.42;280.32;20.614;68070;117.3;177.93;4,39,167;3130;233.49;139.41;170.25;1,805.20;103680
5/08/2022;8.064;111700;89.01;350020;3.575;4920;23,308.20;208900;926.1;1,737.71;1210000;4,145.19;13,207.69;165.35;288.17;282.91;19.842;62130;117.47;189.89;4,39,529;2260;226.78;140.8;167.11;1,791.20;168900
4/08/2022;8.122;102540;88.54;334930;3.503;3530;22,612.10;181190;926;1,606.94;881560;4,151.94;13,311.04;165.81;308.63;283.65;20.122;49820;118.19;192.15;4,42,149;2600;229.91;142.57;170.57;1,806.90;153290
3/08/2022;8.266;134210;90.66;395100;3.4845;3220;22,820.80;174660;890.1;1,618.08;906080;4,155.17;13,253.26;166.13;307.4;282.47;19.894;47270;118.08;188.93;4,43,450;2570;226.73;139.52;168.8;1,776.40;151730
2/08/2022;7.706;106080;94.42;328540;3.5335;3490;22,988.60;177300;906.4;1,631.48;1250000;4,091.19;12,901.60;160.01;300.59;274.82;20.139;64540;115.13;185.26;4,39,180;2270;221.42;134.16;160.19;1,789.70;174170
1/08/2022;8.283;104020;93.89;365290;3.559;3380;23,271.20;162330;903.5;1,630.10;959530;4,118.63;12,940.78;161.51;297.28;278.01;20.362;58520;114.86;184.41;4,44,650;3450;226.21;135.39;159.93;1,787.70;133740
29/07/2022;8.229;77770;98.62;349370;3.5875;3050;23,774.30;221660;891.6;1,720.77;1440000;4,130.29;12,947.98;162.51;297.15;280.74;20.197;64590;116.32;181.63;4,51,700;2890;224.9;134.95;159.1;1,781.80;136890
28/07/2022;8.134;89240;96.42;318400;3.497;3160;23,850.00;268320;878.6;1,726.01;1870000;4,072.43;12,717.87;157.35;280.9;276.41;19.868;86520;114.22;179.84;4,42,000;2190;226.02;122.28;160.72;1,769.20;192860
27/07/2022;8.554;105220;97.26;321900;3.449;2840;22,958.30;242660;877.2;1,636.01;1800000;4,023.61;12,601.47;156.79;274.82;268.74;18.6;62260;113.06;177.9;4,36,100;1940;226.75;120.97;169.58;1,719.10;144870
26/07/2022;8.825;146560;94.98;310040;3.4065;2020;21,248.70;201570;864.4;1,450.70;1420000;3,921.05;12,086.90;151.6;258.86;251.9;18.535;40820;105.02;165.33;4,28,644;1930;213.91;114.81;159.15;1,717.70;147370
25/07/2022;8.571;79050;96.7;279000;3.375;3380;21,301.90;206930;869.3;1,438.52;1650000;3,966.84;12,328.41;152.95;268.43;258.83;18.328;43120;107.51;170.24;4,32,579;2530;218.51;121.14;166.65;1,719.10;160720
22/07/2022;8.195;86580;94.7;307570;3.3605;1980;22,675.20;197540;867.2;1,534.85;1430000;3,961.63;12,396.47;154.09;272.24;260.36;18.617;47280;107.9;173.19;4,29,562;1990;220.44;122.42;169.27;1,727.40;200620
21/07/2022;7.815;84550;96.35;318910;3.3105;2080;23,153.00;217080;858.7;1,575.68;1550000;3,998.95;12,619.41;155.35;271.71;264.84;18.719;58420;114.34;180.5;4,30,900;2270;223.88;124.63;183.17;1,713.40;248880
20/07/2022;7.899;75270;102.26;28960;3.3395;1400;23,215.20;281310;846.5;1,520.64;1650000;3,959.90;12,439.68;153.04;247.5;262.27;18.668;42470;113.9;178.07;4,29,200;2210;216.44;122.77;183.09;1,700.20;174470
19/07/2022;7.15;58010;104.22;63150;3.3045;1290;23,410.20;308910;858.9;1,543.50;2180000;3,936.69;12,249.42;151;245.53;259.53;18.713;36800;113.81;169.92;4,25,110;2160;201.63;118.21;175.78;1,710.70;131770
18/07/2022;7.382;52890;102.6;84670;3.3575;2290;22,525.80;279720;856;1,584.77;2370000;3,830.85;11,877.50;147.07;240.55;254.25;18.84;42250;109.03;161.01;4,14,450;2770;190.92;113.76;167.23;1,710.20;157540
15/07/2022;6.926;49320;97.59;240770;3.2425;2440;20,825.10;164670;830.9;1,231.03;1740000;3,863.16;11,983.62;150.17;240.07;256.72;18.594;53070;111.78;157.62;4,18,349;1650;189.11;113.55;164.7;1,703.60;176800
14/07/2022;6.511;69080;95.78;387530;3.213;2880;20,586.00;205280;817.3;1,192.75;1860000;3,790.38;11,768.40;148.47;238.31;254.08;18.225;82270;110.37;153.72;4,12,600;1990;174.78;110.63;158.05;1,705.80;266350
13/07/2022;6.589;67360;96.3;347190;3.326;2470;20,250.00;249380;837.8;1,115.83;2480000;3,801.78;11,728.53;145.49;237.04;252.72;19.194;63750;111.35;151.64;4,17,250;1800;176.56;110.4;163.49;1,735.50;300550
12/07/2022;6.021;73230;95.84;398550;3.291;2470;19,330.90;167910;828.1;1,038.56;1490000;3,818.80;11,744.99;145.86;233.07;253.67;18.958;53270;114.02;150.82;4,16,449;1670;174.45;109.22;163.27;1,724.80;255170
11/07/2022;6.319;70940;104.09;348570;3.431;1490;19,963.20;160200;860.7;1,096.43;1340000;3,854.43;11,860.28;144.87;234.34;264.51;19.132;38600;115.68;151.52;4,17,900;2520;177.34;111.75;162.88;1,731.70;171900
8/07/2022;6.034;;104.79;327460;3.5275;1390;21,611.20;439900;882.8;1,216.33;1450000;3,899.38;12,125.69;147.04;250.76;267.66;19.236;43110;119.35;158.38;4,21,800;2020;186.98;115.54;170.88;1,742.30;189180
7/07/2022;6.297;127670;102.73;379860;3.577;2670;21,637.80;115810;865.8;1,238.15;1180000;3,902.62;12,109.05;146.35;244.54;268.4;19.188;42480;118.78;158.58;4,19,200;1960;189.27;116.33;172.19;1,739.70;151260
6/07/2022;5.51;73510;98.53;444110;3.4125;3750;20,561.10;105240;840.9;1,186.45;1420000;3,845.08;11,852.59;142.92;231.73;266.21;19.159;66250;114.57;151.3;4,14,148;1710;184.06;114.33;169.77;1,736.50;258820
1/07/2022;5.73;106970;108.43;305340;3.62;1940;19,262.90;150180;871.3;1,058.94;1890000;3,825.33;11,585.68;138.93;227.26;259.58;19.667;75670;108.74;145.23;4,15,850;1720;179.95;109.56;160.03;1,801.50;249490
30/06/2022;5.424;182580;105.76;362890;3.7295;1410;19,926.60;127730;895.3;1,069.05;1710000;3,785.38;11,503.72;136.72;224.47;256.83;20.352;61100;108.96;151.59;4,08,950;1690;174.87;106.21;161.25;1,807.30;208900
29/06/2022;6.498;82210;109.78;322060;3.7985;670;20,111.30;98970;909.9;1,099.51;1540000;3,818.83;11,658.26;139.23;228.49;260.26;20.738;53000;111.7;155.42;4,11,050;1630;178.36;108.92;163.94;1,817.50;155540
28/06/2022;6.551;2460;111.76;306750;3.7965;730;20,278.00;83830;908.3;1,143.97;1320000;3,821.55;11,637.77;137.44;232.66;256.48;20.806;42010;112.01;159.82;4,12,170;1880;179.6;107.4;160.68;1,821.20;111400
27/06/2022;6.501;33100;109.57;282910;3.7825;830;20,730.20;84690;900.3;1,190.84;1070000;3,900.11;12,008.24;141.66;244.92;264.89;21.168;48090;115.83;168.69;4,17,700;2400;189.14;113.22;169.49;1,824.80;143820
24/06/2022;6.22;26570;107.62;321590;3.7655;1690;21,226.90;104560;903.3;1,225.03;1660000;3,911.74;12,105.85;141.66;245.71;267.7;21.125;72540;117.97;171.26;4,17,401;2120;190.85;116.46;170.16;1,830.30;139720
23/06/2022;6.239;78030;104.27;346360;3.7705;870;21,100.70;110700;903.7;1,144.19;1570000;3,795.73;11,697.68;138.27;235.07;258.86;21.042;71940;112.24;162.25;4,02,300;2570;181.71;112.44;158.75;1,829.80;167070
22/06/2022;6.858;92470;106.19;432720;3.967;1720;19,965.80;125940;926.1;1,049.02;1580000;3,759.89;11,527.71;135.35;236.09;253.13;21.421;55920;111.49;163.6;4,05,649;1870;178.89;108.95;155.85;1,838.40;149550
17/06/2022;6.944;103760;109.56;103150;4.045;880;20,444.60;136270;930.8;1,086.47;1450000;3,674.84;11,265.99;131.56;216.76;247.65;21.587;43900;107.14;158.8;4,03,150;2230;175.51;106.22;163.74;1,840.60;141720
16/06/2022;7.464;137430;117.59;162540;4.141;1330;20,386.60;144000;951.3;1,068.49;1760000;3,666.77;11,127.57;130.06;213.1;244.97;21.885;52320;106.03;156.01;4,03,971;2810;173.35;103.66;160.87;1,849.90;180890
15/06/2022;7.42;123590;115.31;301750;4.195;1130;22,577.90;280410;925.5;1,237.92;3730000;3,789.99;11,593.77;135.43;233;251.76;21.42;70540;109.76;165.27;4,18,600;2190;180.11;107.67;169.35;1,819.60;203420
14/06/2022;7.189;273720;118.93;366320;4.19;1230;22,157.30;251010;913.2;1,210.84;3270000;3,735.48;11,311.69;132.76;220.89;244.49;20.954;59210;106.72;158.36;4,15,500;2310;167.54;102.31;163.73;1,813.50;165150
13/06/2022;8.609;167560;120.93;372400;4.2345;1130;22,448.00;379260;935.4;1,206.67;4390000;3,749.63;11,288.32;131.88;215.74;242.26;21.255;88960;106.39;156.47;4,23,700;3210;169.69;103.67;164.26;1,831.80;252540
10/06/2022;8.85;134610;120.67;352910;4.318;1340;29,083.30;104260;972.9;1,663.02;1130000;3,900.86;11,832.82;137.13;232.23;252.99;21.931;78780;111.16;169.74;4,39,780;2680;182.94;109.65;175.57;1,875.50;267200
9/06/2022;8.963;244480;121.51;293300;4.396;1030;30,097.80;61720;977.9;1,788.06;625760;4,017.82;12,269.78;142.64;239.71;264.79;21.817;63620;114.84;180.48;4,52,260;2030;192.77;116.15;184;1,852.80;131290
8/06/2022;8.699;250300;122.11;340590;4.459;600;30,201.60;87960;1,013.60;1,793.00;1090000;4,115.77;12,615.13;147.96;241.87;270.41;22.094;44940;117.19;186.48;4,63,300;2060;202.83;121.18;196.64;1,856.50;114140
7/06/2022;9.293;140030;119.41;341690;4.453;1620;31,128.80;140320;1,014.90;1,813.72;1640000;4,160.68;12,711.67;148.71;238.89;272.5;22.178;51450;117.15;189.26;4,71,500;1810;198.61;123;195.65;1,852.10;119210
6/06/2022;9.322;129100;118.5;246830;4.453;2640;31,367.60;94010;1,031.50;1,859.99;939370;4,121.43;12,599.63;146.14;238.28;268.75;22.092;48160;116.82;187.86;4,68,400;2000;197.14;124.79;194.25;1,843.70;103180
3/06/2022;8.523;75230;118.87;240830;4.497;330;29,700.90;72130;1,017.80;1,775.29;884530;4,108.54;12,548.02;145.38;234.52;270.02;21.908;37470;114.54;187.2;4,67,650;1950;198.98;122.35;190.78;1,850.20;115340
2/06/2022;8.485;119010;116.87;327600;4.57;570;30,455.50;81400;1,029.20;1,834.64;975530;4,176.82;12,892.89;151.21;258.33;274.58;22.275;35940;117.62;195.92;4,72,710;2060;205.09;125.51;198.86;1,871.40;127470
1/06/2022;8.696;111960;115.26;290530;4.3475;750;29,798.50;135090;997.7;1,818.07;1290000;4,101.23;12,548.36;148.71;246.79;272.42;21.915;51150;113.89;183.2;4,69,620;2140;192.91;121.68;188.64;1,848.70;158040
27/05/2022;8.727;107090;115.07;217280;4.3315;390;28,601.20;116410;945.1;1,724.30;1570000;4,158.24;12,681.42;149.64;253.21;273.24;22.096;38410;112.32;188.11;4,78,670;1930;195.19;115.15;195.13;1,857.30;123760
26/05/2022;8.908;1470;114.09;234750;4.284;480;29,203.50;126710;938.1;1,793.42;1420000;4,057.84;12,276.79;143.78;235.91;265.9;21.965;29700;107.79;178.51;4,68,805;1750;191.4;111.08;191.63;1,847.60;123360
25/05/2022;8.971;37390;110.33;191370;4.279;1020;29,540.60;78850;930.8;1,942.91;639930;3,978.73;11,943.93;140.52;219.6;262.52;21.87;32080;105.81;169.75;4,62,890;1710;187.83;106.78;183.83;1,846.30;182820
24/05/2022;8.796;31660;109.77;224790;4.3215;570;29,648.70;79420;944.4;1,979.35;620410;3,941.48;11,769.84;140.36;209.39;259.62;22.063;36830;105.97;161.54;4,63,607;1880;180.34;104.1;181.28;1,865.40;174760
23/05/2022;8.744;65550;110.29;215620;4.3555;610;29,093.30;92100;951.2;1,972.93;738090;3,973.75;12,034.28;143.11;224.97;260.65;21.723;41170;111.49;168.98;4,64,510;2320;187.44;107.56;196.23;1,847.80;163270
20/05/2022;8.083;85460;113.23;20000;4.2875;380;29,178.60;98780;940.9;1,959.85;699690;3,901.36;11,835.62;137.59;221.3;252.56;21.674;34790;108.91;166.94;4,56,500;2380;186.35;107.59;193.54;1,842.10;143050
19/05/2022;8.308;90580;112.21;68510;4.29;790;30,305.90;101380;953.5;2,019.34;858970;3,900.79;11,875.63;137.35;236.47;253.14;21.908;41280;110.38;171.24;4,56,031;3350;183.48;107.32;191.29;1,841.20;175240
18/05/2022;8.368;80720;109.59;103670;4.1935;650;28,683.70;92030;925;1,912.12;751820;3,923.68;11,928.31;140.82;236.6;254.08;21.544;33870;111.9;169.38;4,61,000;2510;177.19;107.11;192.24;1,815.90;150350
17/05/2022;8.304;76670;112.4;252630;4.254;430;30,437.50;79630;944;2,091.14;736630;4,088.85;12,564.10;149.24;253.87;266.82;21.75;39230;116.47;181.77;4,71,670;2230;190.56;115.37;202.62;1,818.90;137290
16/05/2022;7.956;93520;114.2;289130;4.209;700;29,849.00;100250;926.9;2,022.93;950850;4,008.01;12,243.58;145.54;241.46;261.5;21.551;46630;114.44;172.64;4,64,250;1820;186.51;110.81;200.04;1,814.00;159490
13/05/2022;7.663;85040;110.49;240990;4.1955;350;29,284.40;141230;931.5;2,009.53;1340000;4,023.89;12,387.40;147.11;256.53;261.12;21.001;58680;116.05;177.06;4,65,011;2440;187.64;113.06;198.62;1,808.20;179480
12/05/2022;7.739;107060;106.13;323550;4.1265;1060;28,976.00;309480;931.6;1,955.36;2840000;3,930.08;11,945.50;142.56;242.67;255.35;20.773;82000;112.84;161.75;4,61,631;2950;174.31;106.93;191.24;1,824.60;255610
11/05/2022;7.64;120930;105.71;382700;4.2335;940;29,068.20;296900;988.6;2,080.79;2700000;3,935.18;11,967.56;146.5;244.67;260.55;21.575;80770;113.6;166.3;4,68,000;2270;166.37;105.37;188.74;1,853.70;243560
10/05/2022;7.385;185460;99.76;389750;4.1845;1020;31,007.50;235610;946.2;2,342.30;1950000;4,001.05;12,345.86;154.51;266.68;269.5;21.424;78500;114.39;175.95;4,69,780;2400;177.66;108.86;197.65;1,841.00;260810
9/05/2022;7.026;202620;103.09;368180;4.222;1040;30,095.00;268090;937.6;2,229.10;1930000;3,991.24;12,187.72;152.06;262.37;264.58;21.82;80200;112.51;169.5;4,71,200;3260;173.1;108.79;196.21;1,858.60;218820
6/05/2022;8.043;168300;109.77;294280;4.2935;650;36,009.00;752840000;956.2;2,692.88;881180;4,123.34;12,693.53;157.28;288.55;274.73;22.367;59540;115.75;186.75;4,79,500;2500;180.97;114.77;203.77;1,882.80;194280
5/05/2022;8.783;160160;108.26;286920;4.309;370;36,544.00;1040000000;973.4;2,747.46;899820;4,152.38;12,850.55;156.77;291.09;277.35;22.443;71880;116.51;188.44;4,81,400;2950;188.32;116.41;208.28;1,875.70;218390
4/05/2022;8.415;132320;107.81;272910;4.353;600;39,688.00;691490000;979.6;2,940.70;662070;4,300.17;13,535.71;166.02;317.54;289.98;22.402;58060;122.26;203.34;4,94,343;2400;204.01;125.93;223.41;1,868.80;161480
3/05/2022;7.954;153340;102.41;239270;4.3025;320;37,718.00;367210000;959.2;2,781.47;447800;4,175.48;13,089.90;159.48;303.08;281.78;22.665;43730;117.33;196.02;4,81,198;2430;199.87;124.25;212.03;1,870.60;167430
2/05/2022;7.475;110920;105.17;261880;4.284;360;38,514.00;580790000;933.8;2,856.01;617740;4,155.38;13,075.85;157.96;300.98;284.47;22.584;56210;116.58;195.33;4,78,150;4070;199.46;124.5;211.13;1,863.60;193830
29/04/2022;7.244;109240;104.69;294390;4.4245;540;38,581.00;382900000;940.5;2,816.66;629560;4,131.93;12,854.80;157.65;290.25;277.52;23.085;55330;114.11;185.47;4,84,340;3070;190.36;124.28;200.47;1,911.70;177140
28/04/2022;6.888;139570;105.36;312060;4.4555;340;39,748.00;542390000;913.3;2,937.01;726030;4,287.50;13,456.06;163.64;292.5;289.63;23.181;57590;118.52;197.82;4,99,000;2650;199.52;144.6;205.73;1,891.30;170910
27/04/2022;7.339;;102.02;278780;4.4985;600;39,243.00;426830000;910.4;2,888.99;602240;4,183.96;13,003.36;156.57;293.84;283.22;23.46;37580;114.29;184.15;4,96,800;2540;188.54;138.17;174.95;1,888.70;178200
26/04/2022;6.85;41410;101.7;351850;4.489;290;38,113.00;681470000;912.1;2,810.42;694460;4,175.20;13,009.71;156.8;292.14;270.22;23.544;45150;118.65;187.88;4,97,777;2840;198.4;139.39;180.95;1,904.10;166200
25/04/2022;6.669;32520;98.54;328150;4.4975;460;40,427.00;654600000;905;3,006.04;807690;4,296.12;13,533.22;162.88;332.67;280.72;23.67;63920;123.07;199.02;5,06,200;4270;209.91;146.07;186.99;1,896.00;231490
22/04/2022;6.534;80600;102.07;246120;4.6235;420;39,709.00;421300000;927.4;2,963.00;544890;4,271.78;13,356.87;161.79;335.02;274.03;24.259;65630;119.64;195.15;5,05,440;3460;215.52;144.35;184.11;1,934.30;176680
21/04/2022;6.957;145260;103.79;280320;4.734;460;40,482.00;493050000;967.8;2,983.95;675440;4,393.66;13,720.45;166.42;336.26;280.81;24.621;69610;124.81;201.83;5,15,815;3900;218.22;148.3;188.07;1,948.20;154920
20/04/2022;6.937;157960;102.75;17020;4.6865;350;41,368.00;382840000;987;3,076.38;512720;4,459.45;13,998.53;167.23;325.73;286.36;25.271;44950;128.04;214.82;5,22,901;4450;226.19;154;200.42;1,955.60;139510
19/04/2022;7.176;237000;102.56;71790;4.743;230;41,503.00;268280000;988.7;3,102.01;427140;4,462.21;14,210.26;167.4;342.72;285.3;25.391;65300;130.01;221.98;5,23,260;4170;348.61;158.12;217.31;1,959.00;181440
18/04/2022;7.82;191080;108.21;68490;4.8195;120;40,803.00;484260000;1,020.50;3,055.64;681760;4,391.69;13,910.76;165.07;334.76;280.52;26.15;52500;127.68;217.83;5,19,499;3320;337.86;152.78;210.77;1,986.40;138130
14/04/2022;7.3;214220;106.95;244950;4.7365;220;39,936.00;294290000;994.2;3,021.93;546540;4,392.59;13,893.22;165.29;328.33;279.83;25.7;51610;126.73;212.58;5,16,435;1630;341.13;151.71;210.18;1,974.90;139420
13/04/2022;6.997;210550;104.25;312500;4.732;210;41,133.00;406700000;989.6;3,116.92;563890;4,446.59;14,217.29;170.4;340.79;287.62;26.03;62660;129.89;222.03;5,19,800;2020;350.43;155.54;214.99;1,984.70;132030
12/04/2022;6.68;234250;100.6;329040;4.7365;520;40,078.00;468270000;972.4;3,027.25;790540;4,397.45;13,940.24;167.66;328.98;282.06;25.735;74870;127.71;215.04;5,24,271;2060;344.1;150.79;214.14;1,976.10;172390
11/04/2022;6.643;177960;94.29;315870;4.655;230;39,497.00;608380000;977.8;2,978.29;876670;4,412.53;13,990.20;165.75;325.31;285.26;24.987;76960;128.82;219.17;5,27,590;2390;348;151.12;216.46;1,948.20;184390
