Date;Natural_Gas_Price;Natura lGasVol.;Crude oilPrice;CrudeoilVol.;CopperPrice;CopperVol.;BitcoinPrice;BitcoinVol;PlatinumPrice;EthereumPrice;EthereumVol.;S&P500Price;Nasdaq100Price;ApplePrice;TeslaPrice;MicrosoftPrice;SilverPrice;SilverVol.;GooglePrice;NvidiaPrice;BerkshirePrice;BerkshireVol.;NetflixPrice;AmazonPrice;MetaVol.;GoldVol.;
22/04/2020;1.939;162990;13.78;1240000;2.3015;810;7,112.90;914180;768.9;182.72;23810000;2,799.31;8,664.64;69.03;48.81;173.52;15.335;42940;62.92;71.54;2,79,660;690;421.42;118.17;182.28;1,738.30;193730
21/04/2020;1.821;283420;10.01;18440;2.249;3150;6,842.50;892570;757.9;170.79;23630000;2,736.56;8,403.00;67.09;45.78;167.82;14.876;68550;60.61;67.38;2,75,750;650;433.83;116.41;170.8;1,687.80;248630
20/04/2020;1.924;229820;-37.63;247950;2.328;1260;6,833.50;1260000;788.6;170.4;33680000;2,823.16;8,726.51;69.23;49.76;175.06;15.614;34450;63.06;71.76;2,82,800;720;437.49;119.68;178.24;1,711.20;186910
17/04/2020;1.753;196980;18.27;240630;2.354;280;7,035.80;810100;791.25;170.63;20050000;2,874.56;8,832.41;70.7;50.26;178.6;15.295;41180;63.95;73.08;2,84,400;820;422.96;118.75;179.24;1,698.80;227070
16/04/2020;1.686;235590;19.87;350940;2.302;440;7,085.60;1540000;805.5;172.31;32990000;2,799.55;8,757.83;71.67;49.68;177.04;15.622;43470;62.87;73.67;2,82,282;780;439.17;120.41;176.25;1,731.70;204230
15/04/2020;1.598;152700;19.87;544800;2.304;330;6,629.10;1000000;801.45;152.9;20700000;2,783.36;8,591.96;71.11;48.66;171.88;15.505;51170;62.87;70.21;2,83,750;560;426.75;115.38;176.97;1,740.20;186700
14/04/2020;1.65;198540;20.11;785480;2.338;520;6,850.90;999530;819.2;158.45;21200000;2,846.06;8,692.16;71.76;47.33;173.7;16.13;63630;63.26;70.99;2,89,730;670;413.55;114.17;178.17;1,768.90;241190
13/04/2020;1.724;196130;22.41;775120;2.3125;1120;6,841.30;1250000;754.3;156.38;25300000;2,761.63;8,332.74;68.31;43.4;165.51;15.537;50160;60.52;67.46;2,82,800;570;396.72;108.44;174.79;1,761.40;166890
9/04/2020;1.733;202180;22.76;1120000;2.268;710;7,289.00;963550;751.5;169.68;20660000;2,789.82;8,238.53;67;38.2;165.14;16.053;64320;60.33;65.74;2,90,500;560;370.72;102.14;175.19;1,752.80;218800
8/04/2020;1.783;227400;25.09;823550;2.2665;450;7,361.20;983940;736.45;173;24310000;2,749.98;8,229.54;66.52;36.59;165.13;15.205;43340;60.35;66.74;2,86,999;410;371.12;102.15;174.28;1,684.30;125330
7/04/2020;1.852;261930;23.63;797710;2.277;300;7,185.20;1320000;738.7;164.71;35790000;2,659.41;8,049.31;64.86;36.36;163.49;15.48;69750;59.13;64.76;2,76,700;700;372.28;100.58;168.83;1,683.70;204500
6/04/2020;1.731;187960;26.08;752710;2.221;200;7,332.30;1530000;746.45;171.06;37890000;2,663.68;8,081.66;65.62;34.42;165.27;15.169;52880;59.16;67.1;2,77,260;610;379.96;99.88;165.55;1,693.90;192750
3/04/2020;1.621;155160;28.34;1010000;2.1955;280;6,735.90;1350000;724.6;141.14;23340000;2,488.65;7,528.11;60.35;32;153.83;14.494;38180;54.63;60.98;2,67,954;290;361.76;95.33;154.18;1,645.70;139610
2/04/2020;1.552;165320;25.32;1100000;2.222;160;6,800.50;1740000;729.15;141.3;29420000;2,526.90;7,635.66;61.23;30.3;155.26;14.654;55520;55.85;63.87;2,71,475;900;370.08;95.94;158.19;1,637.70;167710
1/04/2020;1.587;143670;20.31;703290;2.179;190;6,638.50;1400000;719.1;135.66;19450000;2,470.50;7,486.29;60.23;32.1;152.11;13.984;44030;55.1;60.77;2,61,250;890;364.08;95.39;159.6;1,591.40;164480
31/03/2020;1.64;142550;20.48;660080;2.232;220;6,412.50;1050000;718.65;132.86;17300000;2,584.59;7,813.50;63.57;34.93;157.71;14.156;50960;58.1;65.9;2,72,000;510;375.5;97.49;166.8;1,596.60;176550
30/03/2020;1.69;102310;20.09;758710;2.1605;190;6,391.00;1430000;723.7;132.15;20710000;2,626.65;7,889.01;63.7;33.48;160.23;14.132;58900;57.32;66.4;2,74,021;420;370.96;98.2;165.95;1,643.20;157370
27/03/2020;1.634;6320;21.51;603120;2.172;54310;6,373.40;1160000;738.4;131.74;18180000;2,541.47;7,588.37;61.94;34.29;149.7;14.534;54390;55.51;63.18;2,68,126;600;357.12;95;156.79;1,654.10;159260
26/03/2020;1.637;48030;22.6;633880;2.178;60760;6,725.10;1180000;741.15;138.38;17710000;2,630.07;7,897.13;64.61;35.21;156.11;14.676;52830;58.15;64.31;2,76,095;760;362.99;97.77;163.34;1,651.20;215970
25/03/2020;1.659;42560;24.49;618730;2.204;74580;6,678.90;1520000;733.6;136.07;24150000;2,475.56;7,469.61;61.38;35.95;146.92;14.873;78770;55.08;61.41;2,70,759;960;342.39;94.29;156.21;1,633.40;254190
24/03/2020;1.653;92340;24.01;659700;2.18;91040;6,744.60;1730000;734.6;138.62;27100000;2,447.33;7,553.82;61.72;33.67;148.34;14.257;109940;56.5;62.3;2,67,090;1220;357.32;97;160.98;1,660.80;418780
23/03/2020;1.602;138580;23.36;852950;2.1005;84920;6,468.90;1880000;665.15;136.02;28620000;2,237.40;7,006.92;56.09;28.95;135.98;13.261;74900;52.71;53.17;2,40,000;1300;360.27;95.14;148.1;1,567.60;362070
20/03/2020;1.604;160480;22.43;29760;2.1715;88780;6,205.30;2220000;611.4;133.32;38740000;2,304.92;6,994.29;57.31;28.5;137.35;12.385;81760;53.41;51.44;2,57,346;1220;332.83;92.3;149.73;1,484.60;269970
19/03/2020;1.654;189480;25.22;136720;2.1855;101070;6,172.00;2180000;595.2;135.43;33780000;2,409.39;7,288.52;61.2;28.51;142.71;12.134;77370;55.58;53.24;2,61,690;1120;332.03;94.05;153.13;1,479.30;325290
18/03/2020;1.604;216850;20.37;309480;2.151;105930;5,361.40;1800000;642.1;117.77;25800000;2,398.10;7,175.18;61.67;24.08;140.4;11.772;122770;54.56;50.7;2,56,300;1460;315.47;91.5;146.96;1,477.90;435190
17/03/2020;1.729;163790;26.95;545820;2.3135;101650;5,261.10;1890000;669;116.06;27090000;2,529.19;7,473.95;63.22;28.68;146.57;12.495;111380;55.9;54.32;2,80,248;1230;319.75;90.39;149.42;1,525.80;434510
16/03/2020;1.815;167170;28.7;698830;2.3925;114110;5,030.00;2550000;666.15;111.02;40250000;2,386.13;7,020.38;60.55;29.67;135.42;12.816;148460;53.65;49.1;2,68,000;720;298.84;84.46;146.01;1,486.50;565980
13/03/2020;1.869;222420;31.73;743130;2.464;124910;5,584.30;4170000;763.3;133.99;60700000;2,711.02;7,995.26;69.49;36.44;158.83;14.5;162450;60.71;60.21;2,89,000;1080;336.3;89.25;170.28;1,516.70;551050
12/03/2020;1.841;280150;31.5;1030000;2.4725;116120;4,826.00;3220000;762.65;107.9;53510000;2,480.64;7,263.65;62.06;37.37;139.06;16.005;147260;55.58;54.08;2,72,000;1860;315.25;83.83;154.47;1,590.30;605720
11/03/2020;1.878;318550;32.98;874650;2.502;74670;7,935.10;1100000;863.2;194.58;21260000;2,741.38;8,006.12;68.86;42.28;153.63;16.776;56850;60.55;61.62;2,92,130;560;349.92;91.04;170.24;1,642.30;404350
10/03/2020;1.936;350200;34.36;1060000;2.5215;93800;7,891.20;1200000;873.5;200.56;21870000;2,882.23;8,372.26;71.33;43.02;160.92;16.955;76900;63.76;65.27;3,03,561;750;364.13;94.59;178.19;1,660.30;385480
9/03/2020;1.778;291350;31.13;1770000;2.5105;120970;7,933.00;1540000;872.2;202.85;30270000;2,746.56;7,948.03;66.54;40.53;150.62;17.054;128270;60.79;61.36;2,90,005;1060;346.49;90.03;169.5;1,675.70;504160
6/03/2020;1.708;213510;41.28;1280000;2.5605;99170;9,134.80;1040000;904.35;244.9;17740000;2,972.37;8,530.34;72.26;46.9;161.57;17.263;94550;64.79;66.51;3,10,894;460;368.97;95.05;181.09;1,672.40;659630
5/03/2020;1.772;152640;45.9;704590;2.573;62320;9,060.30;950760;872.95;228.45;17820000;3,023.94;8,671.66;73.23;48.3;166.27;17.393;53480;65.74;68.32;3,15,000;380;372.78;96.2;185.17;1,668.00;363000
4/03/2020;1.827;138210;46.78;745860;2.586;58220;8,757.90;759690;875.7;224.38;14650000;3,130.12;8,949.28;75.69;49.97;170.55;17.246;67250;69.08;71.13;3,26,125;350;383.79;98.79;191.76;1,643.00;313340
3/03/2020;1.8;207500;47.18;1010000;2.573;100560;8,761.40;1010000;878.25;223.94;18480000;3,003.37;8,594.49;72.33;49.7;164.51;17.188;114570;66.89;66.47;3,13,914;430;368.77;95.45;185.89;1,644.40;466530
2/03/2020;1.756;197990;46.75;949470;2.595;106890;8,904.80;1020000;868.8;231.87;18120000;3,090.23;8,877.98;74.7;49.57;172.79;16.739;104980;69.32;69.11;3,24,500;490;381.05;97.7;196.44;1,594.80;443530
28/02/2020;1.684;218420;44.76;1100000;2.54;130450;8,697.50;1080000;866.35;226.93;24110000;2,954.22;8,461.83;68.34;44.53;162.01;16.457;221540;66.96;67.52;3,09,096;710;369.03;94.19;192.47;1,566.70;745840
27/02/2020;1.752;276100;47.09;1010000;2.5715;110450;8,818.60;1130000;903.65;227.53;28830000;2,978.76;8,436.67;68.38;45.27;158.18;17.735;122380;65.75;63.15;3,12,619;550;371.71;94.22;189.75;1,642.50;573290
26/02/2020;1.821;7700;48.73;884480;2.5735;1250;8,800.30;1320000;911.4;224.3;29550000;3,116.39;8,873.76;73.16;51.92;170.17;17.834;96320;69.52;66.91;3,24,301;390;379.24;98.98;197.2;1,643.10;531900
25/02/2020;1.847;70530;49.9;764990;2.5805;650;9,317.20;937970;935.7;246.96;20310000;3,128.21;8,834.86;72.02;53.33;168.07;18.191;153700;69.32;65.51;3,28,000;550;360.09;98.64;196.77;1,650.00;672760
24/02/2020;1.827;75200;51.43;765520;2.5815;610;9,662.70;980000;966.15;265.65;19960000;3,225.89;9,079.63;74.55;55.59;170.89;18.876;140490;70.99;68.32;3,33,190;740;368.7;100.46;200.72;1,676.60;680820
21/02/2020;1.905;146810;53.38;707560;2.6125;640;9,684.50;716610;976.75;265.11;17460000;3,337.75;9,446.69;78.26;60.07;178.59;18.53;114900;74.17;73.52;3,43,449;200;380.07;104.8;210.18;1,648.80;489190
20/02/2020;1.92;266250;53.78;30670;2.5925;780;9,602.40;870800;986.05;257.39;22070000;3,373.23;9,627.83;80.08;59.96;184.42;18.319;98110;75.85;77.17;3,42,122;290;386;107.66;214.58;1,620.50;403040
19/02/2020;1.955;269980;53.29;113680;2.6105;610;9,609.40;905950;1,010.85;259.12;20760000;3,386.15;9,718.73;80.91;61.16;187.28;18.311;93640;76.24;78.67;3,44,000;260;386.19;108.51;217.49;1,611.80;307890
18/02/2020;1.981;322720;52.05;221770;2.6085;260;10,158.40;945910;995.8;282.26;24150000;3,370.29;9,629.80;79.75;57.23;187.23;18.192;560;75.97;74.14;3,39,745;200;387.78;107.78;217.8;1,603.60;414240
14/02/2020;1.837;188950;52.05;607340;2.604;310;10,333.00;732510;967.4;285.25;19990000;3,380.16;9,623.58;81.24;53.34;185.35;17.734;56240;75.94;72.45;3,40,224;120;380.4;106.74;214.18;1,586.40;227110
13/02/2020;1.826;280380;51.42;745400;2.6175;310;10,235.10;940300;972;268.75;25050000;3,373.94;9,595.70;81.22;53.6;183.71;17.619;69820;75.67;67.69;3,38,500;260;381.4;107.49;213.14;1,578.80;276250
12/02/2020;1.844;303310;51.17;795260;2.6055;830;10,317.70;803250;963.95;265.58;23790000;3,379.45;9,613.20;81.8;51.15;184.71;17.497;73620;75.93;68.14;3,41,000;210;380.01;108;210.76;1,571.60;189550
11/02/2020;1.788;278430;49.94;725730;2.5875;230;10,229.50;791280;971.75;236.76;17390000;3,357.75;9,517.86;79.9;51.63;184.44;17.597;70840;75.5;66.97;3,40,780;150;373.69;107.54;207.19;1,570.10;231830
10/02/2020;1.766;337230;49.57;715890;2.5545;220;9,854.10;781220;965.45;222.95;16500000;3,352.09;9,516.84;80.39;51.42;188.7;17.785;57050;75.43;65.74;3,40,361;180;371.07;106.7;213.06;1,579.50;191750
7/02/2020;1.858;272130;50.32;768350;2.557;360;9,818.60;608960;970.15;223.51;16730000;3,327.71;9,401.10;80.01;49.87;183.89;17.692;68870;73.96;62.9;3,40,900;180;366.77;103.96;212.33;1,573.40;286420
6/02/2020;1.862;186210;50.95;750660;2.5965;500;9,772.00;778670;968.9;213.16;16440000;3,345.78;9,445.92;81.3;49.93;183.63;17.818;60510;73.8;63.56;3,44,081;190;366.95;102.51;210.85;1,570.00;229000
5/02/2020;1.861;195460;50.75;887950;2.5785;370;9,611.80;771460;984.2;203.83;14670000;3,334.69;9,367.48;80.36;48.98;179.9;17.602;59860;72.3;62.69;3,42,615;340;369.67;101.99;210.11;1,562.80;306050
4/02/2020;1.872;184040;49.61;859360;2.5455;650;9,193.90;651680;966.65;188.93;11560000;3,297.59;9,334.06;79.71;59.14;180.12;17.561;59680;72.27;61.78;3,37,421;220;369.01;102.48;209.83;1,555.50;349000
3/02/2020;1.819;163790;50.11;876040;2.5105;540;9,296.60;701390;971.3;189.79;11950000;3,248.92;9,126.23;77.17;52;174.38;17.67;83120;74.13;60.08;3,34,860;190;358;100.21;204.19;1,582.40;320600
31/01/2020;1.841;135680;51.56;827910;2.52;470;9,349.10;633370;962.65;179.91;11770000;3,225.52;8,991.51;77.38;43.37;170.23;18.012;63340;71.64;59.11;3,35,996;290;345.09;100.44;201.91;1,587.90;343370
30/01/2020;1.829;219700;52.14;720120;2.5275;140;9,507.30;765210;981.85;184.59;13020000;3,283.66;9,136.09;80.97;42.72;172.78;17.992;96960;72.71;61.45;3,42,000;230;347.74;93.53;209.53;1,589.20;382600
29/01/2020;1.877;10050;53.33;624980;2.554;87190;9,298.90;749880;982.5;173.86;11270000;3,273.40;9,101.61;81.08;38.73;168.04;17.487;63160;72.83;61.38;3,36,476;140;343.16;92.9;223.23;1,570.40;251270
28/01/2020;1.934;59300;53.48;633960;2.5795;100470;9,377.30;954200;990.7;175.74;12630000;3,276.24;9,090.93;79.42;37.79;165.46;17.458;110540;72.53;61.99;3,36,000;230;348.52;92.66;217.79;1,569.80;378010
27/01/2020;1.902;72170;53.14;712880;2.5965;118990;8,866.60;706450;991.3;170.27;12540000;3,243.63;8,952.18;77.24;37.2;162.28;18.056;67720;71.59;60.05;3,33,621;520;342.88;91.42;214.87;1,577.40;398060
24/01/2020;1.893;142190;54.19;586200;2.684;72570;8,439.90;617020;1,010.25;162.55;14880000;3,295.47;9,141.47;79.58;37.65;165.04;18.113;68050;73.31;62.62;3,40,199;290;353.16;93.08;217.94;1,571.90;427140
23/01/2020;1.926;179790;55.59;704000;2.726;88850;8,405.10;722670;1,009.05;162.8;14860000;3,325.54;9,216.98;79.81;38.15;166.72;17.829;69270;74.23;63.22;3,44,414;200;349.6;94.23;219.76;1,565.40;361030
22/01/2020;1.905;240000;56.74;620120;2.765;71190;8,678.50;509060;1,022.60;168.13;11300000;3,321.75;9,188.58;79.42;37.97;165.7;17.828;57760;74.21;62.51;3,44,700;240;326;94.37;221.32;1,556.70;286080
21/01/2020;1.895;255720;58.34;50180;2.7935;103870;8,732.60;540200;1,000.80;169.41;11520000;3,320.79;9,166.63;79.14;36.48;166.5;17.808;135960;74.11;61.98;3,42,650;280;338.11;94.6;221.44;1,560.80;2220
17/01/2020;2.003;213280;58.54;122560;2.8455;59520;8,913.10;794110;1,027.05;170.22;18570000;3,329.62;9,173.73;79.68;34.03;167.1;18.073;69180;73.98;62.32;3,44,970;230;339.67;93.24;222.14;1,560.30;264930
16/01/2020;2.077;206420;58.52;182870;2.847;73550;8,726.90;748320;1,015.30;164.36;16240000;3,316.81;9,125.00;78.81;34.23;166.17;17.939;58310;72.51;62.23;3,44,505;200;338.62;93.9;221.77;1,550.50;260050
15/01/2020;2.12;218920;57.81;433170;2.866;55200;8,818.30;1170000;1,031.50;166.45;16660000;3,289.29;9,035.67;77.83;34.57;163.18;17.988;73760;71.96;61.39;3,42,550;130;339.07;93.1;221.15;1,554.00;310070
14/01/2020;2.187;281850;58.23;507710;2.8735;74970;8,829.20;1480000;989.25;166.07;22850000;3,283.15;9,033.42;78.17;35.86;162.13;17.742;84390;71.53;61.82;3,40,706;160;338.69;93.47;219.06;1,544.60;340910
13/01/2020;2.182;232950;58.08;584000;2.861;73100;8,111.40;610660;980.6;143.6;10260000;3,288.13;9,070.65;79.24;34.99;163.28;17.996;59330;72;62.99;3,42,855;210;338.92;94.56;221.91;1,550.60;311730
10/01/2020;2.202;282650;59.04;596190;2.8135;60790;8,187.10;1050000;984.3;144.81;13370000;3,265.35;8,966.64;77.58;31.88;161.34;18.105;80660;71.45;61.08;3,40,185;140;329.05;94.16;218.06;1,560.10;344340
9/01/2020;2.166;230030;59.56;750930;2.802;53120;7,842.40;786500;973.6;137.92;11380000;3,274.70;8,989.63;77.41;32.09;162.09;17.936;101360;70.99;60.76;3,43,263;280;335.66;95.05;218.3;1,554.30;372880
8/01/2020;2.141;242560;59.61;1210000;2.812;77700;8,059.60;1190000;961;140.81;13710000;3,253.05;8,912.37;75.8;32.81;160.09;18.167;180480;70.25;60.09;3,39,188;190;339.26;94.6;215.22;1,560.20;813410
7/01/2020;2.162;163010;62.7;582650;2.7935;59470;8,155.70;1010000;977.75;143.04;13580000;3,237.18;8,846.45;74.6;31.27;157.58;18.393;111960;69.76;59.98;3,38,901;280;330.75;95.34;213.06;1,574.30;435870
6/01/2020;2.135;154680;63.27;724240;2.79;59570;7,759.10;786750;969.35;144.08;14360000;3,246.28;8,848.51;74.95;30.1;159.03;18.179;136410;69.89;59.27;3,40,210;280;335.83;95.14;212.6;1,568.80;558970
3/01/2020;2.13;144670;63.05;885860;2.787;74750;7,343.10;936290;988.55;134.27;15670000;3,234.85;8,793.90;74.36;29.53;158.62;18.151;110020;68.08;59.02;3,39,155;220;325.9;93.75;208.67;1,552.40;436740
2/01/2020;2.122;164570;61.18;486870;2.825;72460;6,967.00;632780;986.9;127.19;11450000;3,257.85;8,872.22;75.09;28.68;160.62;18.046;90110;68.43;59.98;3,42,261;410;329.81;94.9;209.78;1,528.10;270550
31/12/2019;2.189;116890;61.06;494540;2.797;42720;7,196.40;586600;971.9;129.21;12890000;3,230.78;8,733.07;73.41;27.89;157.7;17.921;62110;66.97;58.83;3,39,590;140;323.57;92.39;205.25;1,523.10;220850
30/12/2019;2.186;124330;61.68;427150;2.8335;46910;7,261.80;606110;964.75;131.83;12470000;3,221.29;8,709.73;72.88;27.65;157.59;18.001;62950;66.99;58.08;3,38,750;330;323.31;92.34;204.41;1,518.60;178720
27/12/2019;2.158;8620;61.72;351900;2.8275;180;7,261.70;718070;947.35;126.41;12250000;3,240.02;8,770.98;72.45;28.69;158.96;17.943;70180;67.73;59.22;3,38,920;160;329.09;93.49;208.1;1,518.10;204990
26/12/2019;2.294;53810;61.68;265090;2.8475;140;7,210.90;795090;949.1;125.93;15550000;3,239.91;8,778.31;72.48;28.73;158.67;17.99;89080;68.12;59.8;3,39,650;140;332.63;93.44;207.79;1,514.40;216610
24/12/2019;2.172;49760;61.11;204540;2.8265;160;7,268.30;785540;945.6;128.05;11440000;3,223.38;8,699.51;71.07;28.35;157.38;17.853;64680;67.22;59.66;3,38,390;80;333.2;89.46;205.12;1,504.80;183680
23/12/2019;2.214;127890;60.52;314710;2.8095;380;7,322.80;952160;932.5;128.08;14730000;3,224.01;8,696.01;71;27.95;157.41;17.499;65080;67.53;59.7;3,38,045;220;333.1;89.65;206.18;1,488.70;162450
20/12/2019;2.328;153380;60.44;552520;2.805;210;7,196.40;627040;912.15;128.7;12290000;3,221.22;8,678.49;69.86;27.04;157.41;17.224;65650;67.56;59.84;3,39,850;310;336.9;89.33;206.3;1,480.90;140770
19/12/2019;2.273;231820;61.22;35460;2.8265;480;7,165.50;778720;936.4;128.42;14220000;3,205.37;8,641.29;70;26.94;155.71;17.154;47390;67.82;58.87;3,37,491;460;332.22;89.61;206.06;1,484.40;201190
18/12/2019;2.286;186140;60.93;131070;2.811;620;7,276.00;1140000;935.8;132.92;20230000;3,191.14;8,580.62;69.94;26.21;154.37;17.049;47190;67.6;57.38;3,37,500;250;320.8;89.2;202.5;1,478.70;197970
17/12/2019;2.319;162320;60.94;163740;2.8125;480;6,613.30;894550;929.05;122.06;17040000;3,192.52;8,575.70;70.1;25.27;154.69;17.072;45740;67.74;57.07;3,39,000;270;315.48;89.53;198.39;1,480.60;173250
16/12/2019;2.341;163030;60.21;347400;2.809;2320;6,903.50;689560;931.15;132.78;17600000;3,191.45;8,570.33;69.97;25.43;155.53;17.113;48650;68.03;56.29;3,40,380;320;304.21;88.46;197.92;1,480.50;165850
13/12/2019;2.296;170400;60.07;512290;2.7775;450;7,255.20;503490;930.6;144.96;10950000;3,168.80;8,487.71;68.79;23.89;154.53;17.012;77900;67.34;56;3,38,080;210;298.5;88.05;194.11;1,481.20;356680
12/12/2019;2.328;258900;59.18;530850;2.7925;240;7,208.00;611800;945.5;145.03;12230000;3,168.57;8,466.89;67.86;23.98;153.24;16.949;113420;67.42;56.02;3,38,800;630;298.44;88.02;196.75;1,472.30;409860
11/12/2019;2.243;220220;58.76;589650;2.7855;290;7,208.00;518400;941.4;143.51;10930000;3,141.63;8,402.61;67.69;23.51;151.7;16.849;62670;67.21;54.34;3,33,600;280;298.93;87.44;202.26;1,475.00;251730
10/12/2019;2.264;270890;59.24;566820;2.7615;260;7,235.70;609500;918.65;145.86;11120000;3,132.52;8,354.29;67.12;23.26;151.13;16.702;50200;67.14;53.49;3,32,120;460;293.12;86.96;200.87;1,468.10;228830
9/12/2019;2.232;322560;59.02;511560;2.754;380;7,355.80;648660;896.25;147.88;9670000;3,135.96;8,362.74;66.73;22.64;151.36;16.642;53510;67.15;53.04;3,31,904;190;302.5;87.48;201.34;1,464.90;177220
6/12/2019;2.334;251410;59.2;679610;2.7205;110;7,530.80;706100;897.9;148.89;8770000;3,145.91;8,397.37;67.68;22.39;151.75;16.596;110180;66.97;53.04;3,33,640;360;307.35;87.58;201.05;1,465.10;317320
5/12/2019;2.427;179530;58.43;649460;2.6585;330;7,399.20;780780;898.7;148.69;9990000;3,117.43;8,308.40;66.39;22.02;149.93;17.059;69270;66.35;52.19;3,29,799;150;302.86;87.02;199.36;1,483.10;240010
4/12/2019;2.399;195330;58.43;760540;2.6545;190;7,204.40;971750;900.05;145.79;12850000;3,112.76;8,296.53;65.44;22.2;149.85;16.916;112990;65.95;52.35;3,27,501;170;304.32;88.03;198.71;1,480.20;319730
3/12/2019;2.441;307310;56.1;560550;2.618;80;7,291.80;548770;912;147.82;8730000;3,093.20;8,254.74;64.86;22.41;149.31;17.248;90110;64.74;51.91;3,27,539;200;306.16;88.5;198.82;1,484.40;400900
2/12/2019;2.329;219040;55.96;616420;2.6455;110;7,298.20;687780;900.4;148.89;9180000;3,113.87;8,309.26;66.04;22.32;149.55;16.966;71950;64.44;52.31;3,30,609;290;309.99;89.08;199.7;1,469.20;316580
29/11/2019;2.281;244120;55.17;718720;2.656;240;7,742.70;766710;898.1;154.55;10490000;3,140.98;8,403.68;66.81;22;151.38;17.06;;65.2;54.19;3,30,495;350;314.66;90.04;201.64;1,472.70;272340
27/11/2019;2.501;145160;58.11;454260;2.6905;660;7,510.60;996490;899.5;152.7;13340000;3,153.63;8,444.71;66.96;22.09;152.32;16.912;26890;65.61;54.56;3,30,685;290;315.93;90.93;202;1,453.40;88360
26/11/2019;2.47;12000;58.41;443820;2.686;1480;7,162.80;844270;909.8;147.61;10840000;3,140.52;8,385.75;66.07;21.93;152.03;17.045;84260;65.65;54.25;3,28,402;190;312.49;89.85;198.97;1,460.30;346360
25/11/2019;2.531;70300;58.01;420640;2.6535;710;7,115.60;1290000;898.45;145.9;17980000;3,133.64;8,371.93;66.59;22.42;151.23;16.886;69120;65.28;55.3;3,28,301;190;315.55;88.69;199.79;1,456.90;298710
22/11/2019;2.665;84150;57.77;508240;2.6515;510;7,272.50;1410000;893.75;149.8;21120000;3,110.29;8,272.05;65.44;22.2;149.59;17;78640;64.68;52.72;3,26,962;140;310.48;87.29;198.82;1,463.60;320500
21/11/2019;2.567;131310;58.58;593530;2.6275;810;7,627.90;891500;917.5;161.46;13360000;3,103.54;8,265.62;65.5;23.66;149.48;17.065;95170;65.01;52.55;3,25,102;220;311.69;86.74;197.93;1,463.60;388340
20/11/2019;2.559;146060;57.11;31920;2.652;1150;8,099.30;607270;919.8;174.96;8390000;3,108.46;8,283.75;65.8;23.48;149.62;17.115;98370;65.09;52.8;3,26,712;290;305.16;87.28;197.51;1,474.20;369970
19/11/2019;2.51;205950;55.21;121210;2.659;910;8,145.70;654270;912.4;176.09;9110000;3,120.18;8,338.74;66.57;23.97;150.39;17.118;94710;65.63;52;3,28,601;250;302.6;87.64;199.32;1,474.30;307860
18/11/2019;2.566;186990;57.05;159330;2.6245;1030;8,208.40;692600;897.1;178.5;9570000;3,122.03;8,328.48;66.78;23.33;150.34;17;94060;65.99;53.07;3,29,225;250;302.57;87.63;197.4;1,471.90;331240
15/11/2019;2.688;173530;57.72;375990;2.6425;420;8,476.30;653710;892.4;180.19;11860000;3,120.46;8,315.52;66.44;23.48;149.97;16.948;66800;66.68;51.05;3,29,405;320;295.03;86.97;195.1;1,468.50;251210
14/11/2019;2.647;223570;56.77;516830;2.6265;760;8,661.20;515430;882.85;185.25;9570000;3,096.63;8,257.83;65.66;23.29;148.06;17.028;79010;65.46;52.45;3,29,302;170;289.62;87.73;193.15;1,473.40;317400
13/11/2019;2.6;206270;57.12;547640;2.6435;760;8,783.10;454330;876.1;188.36;7770000;3,094.04;8,259.81;66.12;23.07;147.31;16.913;99840;64.81;52.14;3,29,402;180;283.11;87.66;193.19;1,463.30;352330
12/11/2019;2.621;199640;56.8;586570;2.65;470;8,812.60;575160;874.05;186.99;9350000;3,091.84;8,263.79;65.49;23.33;147.07;16.692;93980;64.86;52.4;3,31,106;140;292.01;88.9;194.47;1,453.70;429610
11/11/2019;2.637;250310;56.86;498980;2.668;250;8,736.90;601160;877.2;185.09;10260000;3,087.01;8,241.91;65.55;23.01;146.11;16.802;90420;64.91;52.05;3,30,986;120;294.18;88.58;189.61;1,457.10;310160
8/11/2019;2.789;175960;57.24;636940;2.686;740;8,778.20;791790;889.7;184.03;11710000;3,093.08;8,255.89;65.03;22.48;145.96;16.823;135570;65.45;51.95;3,31,526;200;291.57;89.29;190.84;1,462.90;447070
7/11/2019;2.772;301600;57.15;678170;2.732;590;9,223.50;603540;914.2;186.94;11490000;3,085.18;8,219.65;64.86;22.37;144.26;17.01;166410;65.35;52.09;3,33,860;480;289.57;89.41;190.42;1,466.40;674980
6/11/2019;2.828;189260;56.35;623260;2.6695;310;9,338.90;578030;932.3;191.28;11720000;3,076.78;8,196.03;64.31;21.77;144.06;17.598;101430;64.55;51.91;3,32,855;380;288.59;89.79;191.55;1,493.10;313720
5/11/2019;2.862;218500;57.23;435320;2.705;700;9,310.80;653420;932.25;188.67;11780000;3,074.62;8,210.17;64.28;21.15;144.46;17.568;141970;64.57;52.4;3,31,500;780;288.03;90.09;194.32;1,483.70;593620
4/11/2019;2.821;255670;56.54;580350;2.6755;350;9,396.40;681010;939.3;185.85;11890000;3,078.27;8,210.66;64.38;21.16;144.55;18.066;78100;64.48;52.62;3,26,800;330;292.86;90.23;194.72;1,511.10;260200
