ACTIVIDAD;PRODUCTO;AÑO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;TOTAL_TN
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite de oliva;2024;110,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;110,5
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2010;835,5;650,0;700,0;463,5;500,0;650,0;820,0;960,0;857,0;820,0;800,0;800,0;8.856,0
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2011;772,5;978,5;721,0;463,5;463,5;669,5;721,0;875,5;854,9;978,5;844,6;875,5;9.218,5
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2012;916,7;937,3;978,5;1.009,4;999,0;905,0;854,9;887,9;865,2;860,0;860,1;860,0;10.933,9
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2013;901,3;921,9;773,0;775,6;926,0;927,5;947,6;762,2;800,0;978,5;910,0;917,0;10.540,5
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2014;618,0;772,5;829,2;680,3;813,7;865,2;1.671,0;772,5;793,1;875,5;700,0;566,5;9.957,5
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2015;309,0;750,0;780,0;1.052,9;875,5;834,3;875,5;577,8;646,7;854,2;840,5;1.136,0;9.532,3
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2016;1.126,0;855,5;834,3;900,0;1.060,9;1.170,0;1.060,0;1.369,9;960,0;507,0;840,0;709,0;11.392,6
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2017;669,6;625,0;950,0;630,0;810,0;710,0;978,5;1.050,0;860,0;1.025,7;947,1;1.042,6;10.298,4
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2018;937,3;988,8;751,9;875,5;947,6;837,6;1.009,4;824,0;896,1;980,0;930,0;845,0;10.823,2
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2019;900,0;1.058,0;812,0;890,0;1.050,0;638,6;721,0;800,0;721,0;535,6;515,0;750,0;9.391,2
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2020;824,0;700,0;600,0;530,0;300,0;130,0;60,0;300,0;500,0;850,0;772,5;730,0;6.296,5
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2021;340,0;228,0;250,0;420,0;450,0;472,0;502,0;730,0;800,0;620,0;550,0;600,0;5.962,0
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2022;550,0;570,0;650,0;750,0;600,0;620,0;650,0;680,0;660,0;660,0;650,0;600,0;7.640,0
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2023;1.060,0;720,0;410,0;600,0;680,0;650,0;500,0;505,0;502,0;660,0;550,0;504,0;7.341,0
PROCESAMIENTO DE ACEITES Y GRASAS;Aceite vegetal;2024;566,5;442,9;566,5;587,1;679,8;645,0;633,0;600,0;620,0;500,0;550,0;0,0;6.390,8
PROCESAMIENTO DE ACEITES Y GRASAS;Manteca;2011;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
PROCESAMIENTO DE ACEITES Y GRASAS;Manteca;2012;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2010;583,8;534,9;536,2;630,5;918,1;839,5;992,4;993,3;1.219,4;1.153,3;1.200,0;826,4;10.427,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2011;712,3;815,9;606,3;552,0;313,6;359,8;310,3;285,6;488,9;394,0;476,4;380,6;5.695,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2012;418,2;617,2;609,4;723,0;617,8;565,9;481,5;517,1;694,6;698,3;577,4;693,8;7.214,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2013;658,5;464,1;628,5;617,1;539,2;633,3;687,1;701,3;642,2;606,0;543,0;653,1;7.373,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2014;794,0;556,5;783,4;419,5;711,0;561,1;695,0;792,1;607,7;743,0;654,9;397,6;7.715,8
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2015;263,5;275,4;285,6;152,4;332,0;481,4;519,8;335,8;350,8;345,8;243,8;413,1;3.999,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2016;262,7;167,7;196,4;273,3;185,3;201,9;171,9;56,7;50,0;62,9;62,6;81,2;1.772,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2017;59,6;80,1;67,4;65,9;64,0;62,9;61,0;38,0;33,2;35,2;37,8;41,1;646,1
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2018;48,6;40,8;47,9;39,8;62,9;58,2;51,6;35,6;33,6;40,2;40,0;45,8;544,9
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2019;109,5;92,3;93,5;110,1;104,7;104,2;168,1;201,6;143,7;95,6;86,6;87,6;1.397,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2020;97,6;80,3;69,1;71,5;75,0;88,4;89,5;94,4;99,0;111,1;115,6;113,4;1.104,9
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2021;114,0;101,7;108,9;61,3;111,1;98,2;118,7;101,1;79,3;89,3;111,5;113,7;1.208,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2022;87,3;84,5;82,4;88,8;88,3;88,8;75,5;76,3;80,8;89,5;104,8;120,6;1.067,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2023;79,6;67,3;89,5;73,6;71,9;70,3;104,3;64,8;91,6;79,8;100,4;77,4;970,3
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves carne;2024;81,4;72,4;66,1;68,6;55,8;59,2;110,0;94,8;67,3;75,0;83,4;0,0;833,9
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2010;14.217,8;13.072,3;14.062,0;13.970,8;14.525,3;15.159,3;15.352,3;15.532,0;16.134,5;16.399,0;15.555,8;17.617,7;181.598,4
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2011;16.485,6;15.339,7;16.721,8;16.205,3;18.699,5;18.352,2;19.579,2;20.074,5;19.176,0;19.281,2;18.607,2;17.917,0;216.439,4
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2012;17.817,8;17.720,3;19.308,6;18.528,0;20.168,0;20.914,7;21.296,5;22.605,2;20.178,8;19.902,0;19.811,8;21.450,0;239.701,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2013;20.874,2;19.976,2;20.901,0;20.181,0;23.009,1;21.002,9;21.929,7;24.263,2;23.330,0;23.877,7;23.487,7;24.472,3;267.304,8
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2014;25.047,9;21.624,3;24.919,5;24.586,0;25.912,7;24.221,7;24.580,5;26.262,1;24.642,7;24.742,1;24.569,7;26.281,8;297.391,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2015;25.262,7;24.667,3;24.300,3;23.884,7;24.825,3;24.171,1;25.589,1;24.929,8;26.747,6;27.107,5;25.049,8;25.606,2;302.141,4
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2016;27.532,1;24.577,7;25.585,7;26.647,5;26.340,9;27.165,1;27.869,6;29.965,3;29.585,0;27.843,3;28.631,5;27.339,0;329.082,8
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2017;25.539,9;24.577,5;29.500,0;26.414,0;29.591,1;29.481,8;29.193,3;31.202,2;30.456,5;29.877,0;30.556,3;30.206,2;346.595,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2018;29.996,5;27.934,0;29.909,4;30.421,0;32.371,8;31.651,4;31.574,6;34.071,0;30.850,0;34.641,6;30.565,5;32.014,7;376.001,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2019;32.509,7;28.658,6;30.454,8;34.075,7;32.711,1;31.275,9;33.839,7;33.296,9;33.823,6;36.338,2;31.251,8;33.350,3;391.586,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2020;30.968,1;31.083,1;33.434,9;33.113,1;31.954,6;34.543,7;34.651,6;34.404,6;33.727,1;33.866,9;31.995,5;34.162,8;397.906,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2021;29.964,4;29.468,6;32.811,2;35.068,5;34.282,8;34.520,6;34.542,1;34.419,3;33.850,8;33.822,1;33.881,7;34.005,9;400.638,1
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2022;30.840,9;27.396,8;31.624,7;31.791,9;31.493,0;33.112,1;32.994,7;33.615,5;33.756,6;33.589,8;33.184,6;33.875,3;387.275,8
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2023;29.182,9;27.277,7;31.252,3;29.471,0;29.538,2;31.751,4;30.634,7;32.438,7;32.590,1;32.722,3;30.232,8;28.483,6;365.575,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Aves Postura / Reproductoras;2024;30.677,0;28.147,8;29.612,0;30.621,4;33.060,4;29.825,7;33.092,3;33.854,7;30.365,8;32.503,5;30.841,8;0,0;342.602,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2010;32,0;60,0;50,0;39,0;35,0;23,0;23,0;23,0;24,0;23,0;23,0;24,0;379,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2011;24,0;35,0;30,0;30,0;30,0;24,0;28,0;38,0;35,0;43,0;43,0;33,0;393,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2012;50,0;50,0;40,5;45,0;40,0;42,0;54,0;54,5;54,0;59,0;58,0;69,5;616,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2013;45,0;47,0;43,0;47,5;48,0;54,0;43,5;52,0;51,0;67,0;39,0;58,0;595,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2014;70,0;68,0;66,0;69,5;58,0;55,0;49,5;52,0;56,0;61,0;51,0;53,0;709,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2015;87,0;84,0;98,0;109,5;107,0;95,0;94,5;97,0;102,0;96,0;103,0;71,5;1.144,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2016;35,0;35,0;50,0;65,0;65,0;67,0;65,0;80,0;55,0;60,0;50,0;60,0;687,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2017;129,0;81,0;77,5;75,0;78,0;82,0;73,5;80,0;77,5;95,0;96,0;86,0;1.030,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2018;70,0;80,0;80,0;95,0;100,0;120,0;60,0;111,0;117,0;33,0;33,5;30,0;929,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2019;30,0;65,5;36,0;34,0;27,1;24,0;30,0;35,0;40,0;37,0;46,0;47,0;451,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2020;47,0;71,0;34,5;34,5;35,5;43,0;44,0;48,0;45,0;46,0;53,0;61,0;562,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2021;30,0;50,0;34,5;38,0;44,0;49,0;86,0;76,0;78,0;80,0;81,0;82,0;728,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2022;35,0;57,0;44,0;45,0;50,0;52,0;55,0;57,0;61,0;52,0;61,0;76,0;645,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2023;35,0;60,0;48,0;54,0;56,0;63,0;81,0;57,0;61,0;52,0;61,0;76,0;704,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Otros animales;2024;35,0;60,0;48,0;54,0;56,0;63,0;60,0;60,0;63,0;52,0;61,0;0,0;612,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2012;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2015;0,0;0,0;0,0;0,0;0,0;0,0;3,0;3,0;4,4;6,0;6,0;8,0;30,4
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2016;6,8;1,6;3,0;4,0;2,8;2,8;3,5;2,8;3,0;3,5;4,5;4,5;42,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2017;2,9;2,6;3,0;3,3;2,4;2,3;4,3;2,8;3,0;4,0;6,8;3,3;40,4
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2018;5,6;2,8;3,4;3,0;4,0;2,0;2,7;7,0;0,4;2,2;6,8;5,0;45,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2019;4,4;5,7;6,0;6,2;5,1;3,8;7,1;6,2;7,6;7,5;5,3;6,3;71,1
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2020;9,1;4,8;4,3;2,8;3,5;5,7;4,3;4,4;7,3;6,0;9,0;10,5;71,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2021;5,5;4,8;5,0;3,3;2,4;1,5;4,0;1,4;2,5;4,1;2,3;4,0;40,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2022;4,7;3,4;2,6;2,1;3,2;3,4;16,5;19,3;25,3;14,8;17,3;19,8;132,2
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2023;20,5;0,1;19,0;15,5;0,9;0,3;10,6;11,4;8,8;13,6;12,3;12,1;125,0
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Pavos y patos;2024;11,7;6,2;12,0;18,1;8,6;15,0;11,2;15,1;11,2;9,9;14,9;0,0;133,8
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2010;36,0;33,8;35,0;26,3;45,0;38,5;49,3;48,8;63,8;55,0;57,5;62,8;551,5
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2011;50,2;51,3;53,3;57,8;59,3;68,0;65,0;62,8;62,8;64,3;64,8;67,5;726,7
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2012;72,8;74,0;78,5;79,3;72,0;59,4;60,5;62,0;62,0;66,0;62,6;67,6;816,6
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2013;58,0;59,0;62,0;46,0;65,0;65,0;56,0;57,3;55,0;56,6;52,0;52,0;683,9
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2014;58,0;60,0;60,0;60,0;61,0;62,0;62,0;63,0;63,0;65,1;64,1;62,9;741,1
PROCESAMIENTO DE ALIMENTOS BALANCEADOS;Porcinos;2015;59,1;63,1;42,0;62,1;62,2;62,1;57,0;60,0;46,0;53,0;71,0;66,0;703,6
